user_id,register_date,country,native_language,target_languages,user_type,age_group,gender,learning_goal,cohort
HT_010835,2025-11-05,Brazil,Arabic,Japanese|Russian,free,35-44,F,Immigration,2025-11
HT_010836,2025-11-30,France,Dutch,Arabic|German,premium,25-34,Other,Immigration,2025-11
HT_010837,2025-10-06,Canada,German,Dutch|Spanish,free,35-44,Other,Exam,2025-10
HT_010838,2025-06-14,China,Korean,Portuguese|Japanese,free,18-24,F,Hobby,2025-06
HT_010839,2025-12-05,Spain,English,Italian|Portuguese,free,25-34,Other,Hobby,2025-12
HT_010840,2025-11-18,Australia,German,Italian,premium,18-24,Other,Travel,2025-11
HT_010841,2025-06-19,UK,Chinese,Japanese|Italian|Dutch,free,25-34,Other,Immigration,2025-06
HT_010842,2026-01-23,France,German,Chinese|Arabic,free,18-24,M,Travel,2026-01
HT_010843,2025-05-30,Germany,Portuguese,Italian,free,35-44,Other,Travel,2025-05
HT_010844,2025-07-22,Mexico,Portuguese,English|Russian|Arabic,free,18-24,Other,Hobby,2025-07
HT_010845,2025-12-12,Australia,Arabic,Russian|Japanese|German,free,35-44,M,Business,2025-12
HT_010846,2026-03-03,UK,French,German|Korean,free,18-24,F,Exam,2026-03
HT_010847,2026-03-12,USA,Italian,Spanish|Portuguese,free,35-44,F,Exam,2026-03
HT_010848,2025-09-23,Germany,German,English|Spanish,free,18-24,M,Exam,2025-09
HT_010849,2025-11-21,Germany,Arabic,Korean|English,free,35-44,Other,Travel,2025-11
HT_010850,2025-06-04,France,Spanish,Japanese,free,35-44,F,Travel,2025-06
HT_010851,2025-04-12,South Korea,Chinese,French,free,35-44,Other,Exam,2025-04
HT_010852,2026-01-12,Germany,Chinese,Arabic|German|Dutch,free,35-44,M,Travel,2026-01
HT_010853,2025-12-04,France,Chinese,Italian|Arabic|Korean,free,25-34,F,Exam,2025-12
HT_010854,2025-08-26,Japan,Korean,Chinese|Russian|Arabic,free,18-24,F,Travel,2025-08
HT_010855,2026-02-26,Spain,Arabic,Russian,free,18-24,M,Hobby,2026-02
HT_010856,2026-03-02,Australia,Italian,Arabic,free,25-34,F,Immigration,2026-03
HT_010857,2025-10-06,USA,Chinese,Italian|Russian,free,18-24,Other,Immigration,2025-10
HT_010858,2025-12-07,Spain,Korean,Arabic|English|Dutch,premium,25-34,Other,Exam,2025-12
HT_010859,2025-12-17,Mexico,Arabic,Italian|French|English,free,25-34,Other,Hobby,2025-12
HT_010860,2025-06-21,France,German,Portuguese|Korean|Spanish,free,18-24,F,Hobby,2025-06
HT_010861,2025-08-06,China,Dutch,Chinese|Spanish|Japanese,free,35-44,F,Travel,2025-08
HT_010862,2025-04-27,France,Korean,German|Arabic,free,45+,Other,Hobby,2025-04
HT_010863,2026-03-16,Canada,Portuguese,English|Arabic,free,25-34,M,Business,2026-03
HT_010864,2025-07-12,USA,Dutch,Italian|Arabic|Chinese,free,35-44,Other,Immigration,2025-07
HT_010865,2025-06-08,Spain,Russian,Italian|Chinese,free,25-34,Other,Business,2025-06
HT_010866,2026-04-09,South Korea,Italian,Arabic,free,25-34,Other,Exam,2026-04
HT_010867,2025-09-28,UK,Korean,Russian|Dutch|German,free,18-24,M,Exam,2025-09
HT_010868,2025-07-26,Germany,Russian,Chinese,free,18-24,F,Exam,2025-07
HT_010869,2025-06-18,Spain,Portuguese,Korean|Chinese|German,free,18-24,M,Exam,2025-06
HT_010870,2025-05-31,Canada,Dutch,Arabic|English|Italian,free,25-34,F,Immigration,2025-05
HT_010871,2026-02-28,China,Dutch,Arabic|Russian,free,35-44,Other,Business,2026-02
HT_010872,2025-05-28,Australia,Japanese,German|French,premium,35-44,Other,Exam,2025-05
HT_010873,2025-06-24,Australia,German,Chinese|Portuguese|English,free,35-44,Other,Immigration,2025-06
HT_010874,2025-11-26,UK,Russian,French|Italian|Chinese,free,25-34,Other,Immigration,2025-11
HT_010875,2025-07-06,Mexico,Japanese,Portuguese|Chinese|Spanish,free,25-34,M,Business,2025-07
HT_010876,2025-08-28,Canada,Spanish,German|Italian,free,35-44,F,Exam,2025-08
HT_010877,2025-06-21,Japan,Arabic,German,premium,45+,Other,Exam,2025-06
HT_010878,2025-10-27,France,German,Chinese,free,35-44,F,Immigration,2025-10
HT_010879,2025-09-10,Brazil,Korean,Portuguese|English,free,18-24,M,Exam,2025-09
HT_010880,2025-05-15,France,Spanish,Portuguese|Chinese,free,18-24,F,Business,2025-05
HT_010881,2025-10-28,USA,Dutch,English,premium,35-44,F,Hobby,2025-10
HT_010882,2026-03-28,Germany,Arabic,English|Portuguese,premium,35-44,M,Hobby,2026-03
HT_010883,2025-12-30,China,English,Spanish|Chinese|Korean,free,18-24,M,Immigration,2025-12
HT_010884,2026-02-04,Canada,Portuguese,Arabic,premium,18-24,M,Travel,2026-02
HT_010885,2025-04-19,France,Korean,Italian,free,25-34,M,Immigration,2025-04
HT_010886,2025-07-15,Japan,Portuguese,Arabic|Dutch|German,free,25-34,F,Exam,2025-07
HT_010887,2026-03-06,Germany,Russian,French,free,18-24,Other,Immigration,2026-03
HT_010888,2025-09-09,Mexico,Korean,Italian|Spanish,free,18-24,Other,Business,2025-09
HT_010889,2026-01-21,China,French,Italian|Arabic|Chinese,free,45+,M,Hobby,2026-01
HT_010890,2025-10-22,Australia,Korean,Arabic|Portuguese,free,18-24,F,Exam,2025-10
HT_010891,2026-01-28,China,English,German,free,18-24,Other,Exam,2026-01
HT_010892,2025-09-12,Brazil,German,Italian|Spanish|Portuguese,free,18-24,Other,Travel,2025-09
HT_010893,2025-11-27,Germany,French,Chinese|Korean,free,18-24,Other,Business,2025-11
HT_010894,2025-05-23,Germany,Japanese,German|English|Russian,free,18-24,F,Hobby,2025-05
HT_010895,2025-09-27,France,French,Italian|German,free,25-34,M,Travel,2025-09
HT_010896,2025-11-05,France,Japanese,Italian|Portuguese|Korean,free,18-24,M,Immigration,2025-11
HT_010897,2026-01-17,USA,Russian,Korean|Spanish,free,18-24,Other,Exam,2026-01
HT_010898,2026-01-01,UK,Arabic,Portuguese|Dutch,free,45+,M,Exam,2026-01
HT_010899,2026-02-20,Canada,Korean,Russian|Arabic,free,25-34,M,Business,2026-02
HT_010900,2025-11-10,China,Italian,Portuguese,free,25-34,F,Hobby,2025-11
HT_010901,2026-02-02,China,Dutch,German,free,25-34,M,Hobby,2026-02
HT_010902,2026-03-17,South Korea,Korean,English|Spanish|German,premium,35-44,Other,Hobby,2026-03
HT_010903,2025-08-10,USA,Spanish,Korean,free,25-34,M,Hobby,2025-08
HT_010904,2025-12-11,UK,French,Spanish|Japanese,premium,25-34,Other,Hobby,2025-12
HT_010905,2026-04-11,Germany,English,Japanese|Italian,free,25-34,M,Exam,2026-04
HT_010906,2025-05-26,South Korea,Russian,Korean,premium,18-24,Other,Immigration,2025-05
HT_010907,2025-12-08,Japan,Italian,Spanish,premium,18-24,Other,Exam,2025-12
HT_010908,2026-02-17,USA,English,German|Portuguese,free,18-24,Other,Exam,2026-02
HT_010909,2025-08-30,Brazil,English,Korean|Arabic,free,25-34,M,Business,2025-08
HT_010910,2025-11-09,South Korea,Dutch,German|Spanish,free,25-34,Other,Exam,2025-11
HT_010911,2025-11-19,UK,Arabic,Russian|English,free,25-34,Other,Exam,2025-11
HT_010912,2025-07-11,South Korea,Russian,Korean|Spanish,premium,35-44,Other,Immigration,2025-07
HT_010913,2026-02-27,UK,Korean,French|Portuguese|Arabic,free,18-24,M,Immigration,2026-02
HT_010914,2025-06-16,China,Chinese,Dutch,free,25-34,M,Immigration,2025-06
HT_010915,2026-03-13,Canada,Dutch,German,free,25-34,F,Hobby,2026-03
HT_010916,2025-05-02,South Korea,German,Arabic,free,25-34,Other,Travel,2025-05
HT_010917,2025-05-26,Brazil,Arabic,Russian,free,25-34,Other,Hobby,2025-05
HT_010918,2025-12-23,Germany,German,Russian|Chinese,free,25-34,F,Travel,2025-12
HT_010919,2025-09-18,South Korea,Japanese,English|German|Korean,free,18-24,M,Business,2025-09
HT_010920,2025-12-11,UK,Italian,Korean|German|Spanish,premium,25-34,Other,Business,2025-12
HT_010921,2026-01-05,China,French,Italian|English|Russian,premium,35-44,Other,Immigration,2026-01
HT_010922,2025-06-16,Spain,Spanish,Japanese,free,25-34,Other,Travel,2025-06
HT_010923,2025-09-11,USA,French,Portuguese,free,35-44,M,Immigration,2025-09
HT_010924,2025-05-22,South Korea,Spanish,French|Arabic,free,18-24,M,Immigration,2025-05
HT_010925,2026-02-06,USA,Italian,Korean|French|Spanish,free,25-34,Other,Exam,2026-02
HT_010926,2025-06-20,Japan,Spanish,Russian|Korean,free,35-44,Other,Exam,2025-06
HT_010927,2026-01-05,Japan,Dutch,Japanese|German|Italian,free,18-24,Other,Travel,2026-01
HT_010928,2025-09-06,China,German,Chinese|Dutch,free,35-44,F,Immigration,2025-09
HT_010929,2025-09-06,South Korea,English,Spanish,free,35-44,F,Travel,2025-09
HT_010930,2026-03-03,Canada,Chinese,Russian|French,premium,45+,M,Business,2026-03
HT_010931,2025-07-02,France,English,Spanish|Italian|German,free,18-24,F,Hobby,2025-07
HT_010932,2026-01-28,South Korea,Chinese,Korean,free,35-44,F,Immigration,2026-01
HT_010933,2025-08-29,USA,Korean,Japanese|Arabic|Spanish,free,18-24,F,Travel,2025-08
HT_010934,2026-02-11,USA,English,Italian,free,25-34,M,Business,2026-02
HT_010935,2025-08-19,Japan,German,Korean|Dutch|Italian,premium,25-34,Other,Hobby,2025-08
HT_010936,2025-10-11,Mexico,German,Russian|Chinese,free,35-44,F,Hobby,2025-10
HT_010937,2025-11-15,France,Russian,Chinese|Portuguese,free,25-34,Other,Business,2025-11
HT_010938,2026-04-08,China,French,Dutch|Portuguese|German,premium,25-34,F,Exam,2026-04
HT_010939,2025-10-28,Brazil,Chinese,English|Arabic|Dutch,free,25-34,F,Business,2025-10
HT_010940,2025-04-28,South Korea,German,Portuguese|Spanish|Arabic,free,25-34,M,Business,2025-04
HT_010941,2025-09-22,France,English,Portuguese|Italian|Korean,free,18-24,Other,Immigration,2025-09
HT_010942,2025-10-26,UK,Chinese,English,free,18-24,M,Immigration,2025-10
HT_010943,2025-10-15,Germany,Portuguese,Japanese,free,18-24,M,Exam,2025-10
HT_010944,2026-01-03,China,English,Italian,free,25-34,F,Immigration,2026-01
HT_010945,2025-07-04,France,Korean,German,free,18-24,Other,Business,2025-07
HT_010946,2025-07-14,Germany,French,Korean|Spanish|Japanese,free,18-24,F,Travel,2025-07
HT_010947,2025-12-05,Spain,Italian,Spanish,free,25-34,M,Travel,2025-12
HT_010948,2026-02-20,Mexico,Spanish,Russian|Dutch,free,25-34,Other,Exam,2026-02
HT_010949,2026-01-04,Germany,Chinese,Arabic|Russian|English,free,25-34,F,Business,2026-01
HT_010950,2025-06-24,France,English,Dutch,free,18-24,F,Immigration,2025-06
HT_010951,2025-05-28,Germany,Japanese,English|Chinese|French,free,18-24,F,Business,2025-05
HT_010952,2026-03-22,Australia,French,German,free,18-24,M,Exam,2026-03
HT_010953,2025-11-22,France,Italian,Japanese,free,18-24,Other,Hobby,2025-11
HT_010954,2025-10-16,UK,Chinese,Italian|French,free,18-24,Other,Travel,2025-10
HT_010955,2025-10-13,Germany,Japanese,Russian,free,35-44,Other,Travel,2025-10
HT_010956,2025-08-21,Spain,Dutch,Russian|German,free,25-34,F,Business,2025-08
HT_010957,2026-01-09,Canada,Italian,Portuguese|French,premium,18-24,Other,Travel,2026-01
HT_010958,2025-11-06,UK,Italian,Spanish,free,18-24,M,Immigration,2025-11
HT_010959,2025-10-11,Mexico,Arabic,English,premium,25-34,Other,Business,2025-10
HT_010960,2025-09-20,Japan,French,Korean|Russian,free,18-24,M,Hobby,2025-09
HT_010961,2025-10-14,Mexico,German,English|Portuguese,free,25-34,M,Hobby,2025-10
HT_010962,2025-06-25,Australia,Dutch,French,free,18-24,M,Business,2025-06
HT_010963,2026-01-19,Australia,German,Korean|Italian|Chinese,premium,25-34,M,Business,2026-01
HT_010964,2026-03-07,Australia,German,Italian|English|Japanese,free,25-34,M,Exam,2026-03
HT_010965,2025-12-28,Germany,Russian,Spanish|German|Chinese,free,18-24,M,Exam,2025-12
HT_010966,2025-11-27,France,Italian,Portuguese|Chinese,free,25-34,F,Business,2025-11
HT_010967,2026-01-28,UK,German,Korean,free,18-24,M,Exam,2026-01
HT_010968,2026-04-02,France,Portuguese,Japanese|Korean|Russian,free,25-34,Other,Travel,2026-04
HT_010969,2026-04-10,China,French,Portuguese|Arabic|Japanese,free,25-34,M,Hobby,2026-04
HT_010970,2025-10-07,Spain,Chinese,Arabic|Korean,free,25-34,F,Travel,2025-10
HT_010971,2025-04-14,China,Chinese,Arabic,free,35-44,F,Business,2025-04
HT_010972,2026-04-10,USA,Italian,Russian|Arabic,premium,35-44,M,Hobby,2026-04
HT_010973,2026-03-31,Spain,English,Russian|Portuguese,free,18-24,M,Exam,2026-03
HT_010974,2026-01-15,Australia,Italian,German|Spanish,premium,18-24,F,Travel,2026-01
HT_010975,2026-02-01,South Korea,French,English,free,25-34,M,Immigration,2026-02
HT_010976,2025-11-17,China,English,Korean|Arabic|Japanese,free,25-34,M,Hobby,2025-11
HT_010977,2025-06-25,Germany,Italian,Korean|Japanese|English,free,45+,M,Hobby,2025-06
HT_010978,2026-02-28,Mexico,Russian,Korean,free,18-24,M,Hobby,2026-02
HT_010979,2025-07-29,Japan,Italian,German|Spanish|Arabic,free,25-34,F,Hobby,2025-07
HT_010980,2026-02-15,Australia,Japanese,Korean|Russian,free,25-34,F,Hobby,2026-02
HT_010981,2026-03-15,Spain,Arabic,Korean|Russian,premium,25-34,F,Hobby,2026-03
HT_010982,2026-04-11,Japan,Korean,Russian,free,45+,F,Immigration,2026-04
HT_010983,2025-07-01,Australia,Spanish,Japanese|French,free,18-24,Other,Travel,2025-07
HT_010984,2025-11-12,UK,Arabic,Russian|Japanese|Portuguese,free,35-44,Other,Immigration,2025-11
HT_010985,2026-02-03,Canada,Chinese,Russian,free,35-44,F,Immigration,2026-02
HT_010986,2026-02-21,China,Russian,Portuguese,free,25-34,F,Exam,2026-02
HT_010987,2026-03-13,USA,Korean,Chinese,free,18-24,F,Hobby,2026-03
HT_010988,2025-12-15,USA,Russian,English|Italian,premium,25-34,M,Immigration,2025-12
HT_010989,2025-05-13,Japan,English,French|Dutch|Chinese,free,25-34,M,Immigration,2025-05
HT_010990,2025-05-01,USA,Italian,Russian,free,25-34,M,Exam,2025-05
HT_010991,2025-05-06,UK,Chinese,Italian|Korean|Russian,free,25-34,Other,Hobby,2025-05
HT_010992,2025-05-06,Canada,French,Russian|German,free,25-34,M,Business,2025-05
HT_010993,2025-06-16,South Korea,Spanish,Russian,premium,18-24,F,Exam,2025-06
HT_010994,2025-05-14,Japan,Dutch,German|Spanish,free,45+,F,Immigration,2025-05
HT_010995,2025-05-12,USA,French,Arabic|Italian|German,free,25-34,M,Exam,2025-05
HT_010996,2025-05-01,UK,Dutch,Korean,premium,18-24,M,Exam,2025-05
HT_010997,2025-08-04,South Korea,Russian,Japanese|Arabic,free,18-24,F,Immigration,2025-08
HT_010998,2026-01-12,Japan,Chinese,English|Korean,free,18-24,F,Immigration,2026-01
HT_010999,2026-02-17,USA,Spanish,German|Chinese|Russian,free,18-24,F,Immigration,2026-02
HT_011000,2025-09-17,Australia,Portuguese,Italian,free,35-44,F,Immigration,2025-09
HT_011001,2025-10-22,Mexico,Japanese,Portuguese|Spanish,free,25-34,F,Travel,2025-10
HT_011002,2025-04-30,Spain,Portuguese,Spanish,free,18-24,Other,Immigration,2025-04
HT_011003,2026-01-13,Spain,Russian,Japanese|Italian|English,free,35-44,M,Travel,2026-01
HT_011004,2026-03-19,UK,Portuguese,Arabic|Chinese|Spanish,free,35-44,F,Hobby,2026-03
HT_011005,2025-10-09,Germany,German,Dutch|French|Korean,free,25-34,M,Immigration,2025-10
HT_011006,2025-06-04,Spain,Japanese,Portuguese,premium,18-24,M,Immigration,2025-06
HT_011007,2025-07-15,Canada,Chinese,Russian|Arabic|Japanese,premium,25-34,Other,Hobby,2025-07
HT_011008,2025-05-01,Mexico,Italian,Dutch|Arabic,free,35-44,Other,Exam,2025-05
HT_011009,2026-03-28,South Korea,Russian,Korean|English,free,25-34,F,Hobby,2026-03
HT_011010,2026-01-27,Australia,Korean,Chinese|Dutch,free,18-24,M,Travel,2026-01
HT_011011,2025-11-27,Australia,Arabic,Chinese,free,35-44,M,Exam,2025-11
HT_011012,2025-05-06,Australia,Russian,Chinese,free,25-34,F,Hobby,2025-05
HT_011013,2026-03-09,Germany,Dutch,Arabic,free,25-34,M,Immigration,2026-03
HT_011014,2025-10-03,Japan,Dutch,Arabic|Korean|Chinese,free,18-24,F,Immigration,2025-10
HT_011015,2025-11-05,UK,Italian,German,free,25-34,Other,Business,2025-11
HT_011016,2026-02-25,USA,Dutch,Italian|French|Korean,free,35-44,F,Exam,2026-02
HT_011017,2025-09-12,Australia,German,Arabic|Korean,free,35-44,F,Travel,2025-09
HT_011018,2025-10-02,Japan,German,Spanish|French|Portuguese,free,25-34,M,Travel,2025-10
HT_011019,2026-01-23,Germany,Korean,Chinese,free,25-34,F,Travel,2026-01
HT_011020,2025-06-20,Australia,Spanish,Arabic|Dutch|Russian,free,25-34,F,Exam,2025-06
HT_011021,2026-03-18,USA,English,Spanish,premium,25-34,M,Business,2026-03
HT_011022,2025-12-25,USA,Portuguese,Chinese,free,25-34,F,Immigration,2025-12
HT_011023,2026-01-08,Germany,Chinese,Dutch,premium,25-34,Other,Travel,2026-01
HT_011024,2026-02-15,USA,Arabic,English,free,18-24,F,Business,2026-02
HT_011025,2025-09-03,Japan,German,French|Dutch|Japanese,free,18-24,F,Hobby,2025-09
HT_011026,2025-11-12,France,English,Arabic|Spanish,premium,25-34,Other,Hobby,2025-11
HT_011027,2026-01-16,South Korea,Chinese,English|Russian|Portuguese,premium,45+,F,Exam,2026-01
HT_011028,2025-10-16,USA,Korean,Dutch,free,18-24,Other,Business,2025-10
HT_011029,2025-11-11,South Korea,Italian,Russian|Chinese|Dutch,free,35-44,F,Travel,2025-11
HT_011030,2025-05-26,South Korea,Italian,German,free,18-24,M,Immigration,2025-05
HT_011031,2026-04-10,USA,Portuguese,Japanese,free,18-24,M,Travel,2026-04
HT_011032,2025-04-29,USA,Spanish,French|Portuguese|English,premium,25-34,F,Exam,2025-04
HT_011033,2025-11-11,UK,Korean,Arabic|French,free,18-24,F,Business,2025-11
HT_011034,2026-02-23,Australia,English,Arabic|Spanish,free,45+,F,Hobby,2026-02
HT_011035,2025-08-17,UK,French,Spanish|Dutch|Italian,free,18-24,F,Business,2025-08
HT_011036,2026-02-06,USA,English,Russian|German,free,18-24,Other,Travel,2026-02
HT_011037,2025-04-21,France,Dutch,Portuguese|Korean|English,free,18-24,Other,Travel,2025-04
HT_011038,2025-09-05,USA,Chinese,Dutch|Russian,free,18-24,Other,Hobby,2025-09
HT_011039,2026-01-17,Germany,Spanish,Italian|French|Chinese,free,25-34,Other,Immigration,2026-01
HT_011040,2025-10-05,Germany,Russian,French|Arabic,free,25-34,Other,Travel,2025-10
HT_011041,2025-12-19,Canada,Russian,Spanish|Portuguese,free,25-34,M,Hobby,2025-12
HT_011042,2025-12-10,Australia,Chinese,Spanish|Korean,free,25-34,F,Hobby,2025-12
HT_011043,2025-11-03,France,Japanese,Arabic,premium,35-44,Other,Hobby,2025-11
HT_011044,2026-02-04,Brazil,Chinese,English,free,25-34,M,Travel,2026-02
HT_011045,2025-11-29,Canada,Spanish,French,free,18-24,M,Business,2025-11
HT_011046,2025-05-04,Mexico,Spanish,Korean|Arabic|German,free,25-34,M,Business,2025-05
HT_011047,2025-10-09,Brazil,French,Portuguese|Italian,free,25-34,F,Business,2025-10
HT_011048,2026-03-19,Canada,Korean,Chinese|Dutch|Arabic,free,25-34,M,Immigration,2026-03
HT_011049,2025-06-21,France,English,Korean|Portuguese|French,premium,18-24,Other,Exam,2025-06
HT_011050,2025-04-21,Canada,Chinese,Italian|Portuguese|Spanish,free,18-24,Other,Immigration,2025-04
HT_011051,2025-08-17,Mexico,Russian,English|German|Dutch,free,45+,M,Hobby,2025-08
HT_011052,2025-04-19,China,Arabic,Japanese|French|Portuguese,free,35-44,Other,Hobby,2025-04
HT_011053,2025-11-15,USA,Portuguese,Russian|Arabic,free,35-44,Other,Exam,2025-11
HT_011054,2025-05-31,South Korea,Russian,English|Arabic,premium,25-34,Other,Travel,2025-05
HT_011055,2026-02-24,South Korea,Russian,Japanese|Korean|Chinese,free,18-24,M,Immigration,2026-02
HT_011056,2025-12-05,France,German,Dutch|English,free,18-24,Other,Exam,2025-12
HT_011057,2026-02-19,Brazil,Dutch,Korean|German,free,45+,F,Travel,2026-02
HT_011058,2025-05-19,Spain,Dutch,Arabic|Korean,free,18-24,M,Hobby,2025-05
HT_011059,2026-01-17,Brazil,Japanese,Korean|English,free,35-44,Other,Immigration,2026-01
HT_011060,2025-05-25,Spain,Dutch,Russian|Japanese|Italian,free,35-44,Other,Travel,2025-05
HT_011061,2025-09-24,USA,English,Italian|Russian,free,25-34,Other,Hobby,2025-09
HT_011062,2025-07-31,Japan,German,Spanish,free,18-24,F,Exam,2025-07
HT_011063,2025-08-19,China,Spanish,Russian|English|Korean,premium,18-24,M,Travel,2025-08
HT_011064,2026-01-30,China,Chinese,Japanese|French|Russian,free,18-24,M,Business,2026-01
HT_011065,2025-05-11,Mexico,English,Korean|Italian|Russian,free,25-34,F,Immigration,2025-05
HT_011066,2025-09-30,UK,Dutch,Portuguese|Japanese,premium,25-34,Other,Immigration,2025-09
HT_011067,2025-06-27,Japan,Italian,English,free,25-34,Other,Business,2025-06
HT_011068,2025-11-25,UK,Chinese,English|Russian,free,25-34,F,Exam,2025-11
HT_011069,2026-01-12,UK,French,Italian|Arabic,free,25-34,Other,Business,2026-01
HT_011070,2026-03-14,Canada,Japanese,Italian,free,18-24,F,Business,2026-03
HT_011071,2025-10-12,South Korea,Spanish,Japanese|Arabic|Korean,free,18-24,Other,Travel,2025-10
HT_011072,2025-11-10,UK,Dutch,Korean,free,18-24,F,Exam,2025-11
HT_011073,2025-10-31,Australia,German,Chinese|Dutch|English,free,18-24,Other,Travel,2025-10
HT_011074,2026-03-01,Australia,Spanish,Chinese,premium,25-34,M,Exam,2026-03
HT_011075,2025-06-01,Brazil,Russian,Spanish|Korean|Italian,free,25-34,F,Hobby,2025-06
HT_011076,2026-02-02,Canada,Japanese,Italian,free,25-34,Other,Hobby,2026-02
HT_011077,2025-12-11,Canada,Spanish,Arabic|Japanese|Portuguese,free,18-24,F,Business,2025-12
HT_011078,2025-12-10,South Korea,Portuguese,Spanish,free,25-34,Other,Hobby,2025-12
HT_011079,2025-09-04,USA,Russian,Portuguese|English,free,18-24,Other,Exam,2025-09
HT_011080,2025-08-24,USA,Portuguese,Arabic|Spanish,premium,18-24,Other,Immigration,2025-08
HT_011081,2026-01-12,Japan,Italian,Japanese|Spanish|English,free,35-44,Other,Business,2026-01
HT_011082,2026-01-14,Canada,German,Spanish|Korean|French,premium,35-44,Other,Immigration,2026-01
HT_011083,2025-05-25,China,Italian,Arabic|English|German,free,35-44,M,Immigration,2025-05
HT_011084,2025-05-19,France,Arabic,Dutch,free,35-44,Other,Exam,2025-05
HT_011085,2025-07-08,Japan,Chinese,English|French|Italian,free,18-24,M,Exam,2025-07
HT_011086,2025-05-03,South Korea,Russian,Arabic|Italian,premium,35-44,M,Travel,2025-05
HT_011087,2025-08-28,France,Japanese,Korean|Italian|Portuguese,premium,25-34,Other,Exam,2025-08
HT_011088,2025-04-17,Australia,Japanese,Arabic|German|French,free,18-24,Other,Hobby,2025-04
HT_011089,2026-01-29,South Korea,Portuguese,Italian|Dutch,free,25-34,M,Business,2026-01
HT_011090,2025-08-03,Spain,Arabic,Japanese,free,18-24,Other,Business,2025-08
HT_011091,2025-08-28,France,Spanish,Chinese,free,18-24,F,Travel,2025-08
HT_011092,2026-02-15,USA,French,English|Dutch,free,25-34,M,Immigration,2026-02
HT_011093,2025-10-09,Germany,French,Chinese|Dutch|English,free,45+,M,Immigration,2025-10
HT_011094,2026-01-14,South Korea,English,German,free,18-24,M,Travel,2026-01
HT_011095,2025-07-05,Germany,Dutch,Italian|Spanish,free,35-44,F,Business,2025-07
HT_011096,2026-04-10,Spain,Arabic,Chinese|Portuguese,free,18-24,M,Business,2026-04
HT_011097,2026-01-24,USA,English,Chinese|Dutch,free,35-44,F,Travel,2026-01
HT_011098,2026-01-08,UK,Dutch,Korean|Italian|Portuguese,free,18-24,M,Hobby,2026-01
HT_011099,2026-04-11,Australia,Dutch,French,premium,18-24,Other,Business,2026-04
HT_011100,2025-10-01,UK,Italian,Portuguese,premium,35-44,Other,Hobby,2025-10
HT_011101,2025-06-24,Japan,Russian,English|Dutch,free,18-24,F,Exam,2025-06
HT_011102,2025-08-20,Brazil,Dutch,Chinese,free,35-44,M,Travel,2025-08
HT_011103,2025-12-18,China,French,Korean,free,35-44,Other,Travel,2025-12
HT_011104,2025-06-17,Brazil,German,Portuguese,free,18-24,F,Hobby,2025-06
HT_011105,2026-03-31,Germany,Japanese,Italian|Russian,free,18-24,F,Immigration,2026-03
HT_011106,2025-08-06,Australia,Italian,English,free,18-24,Other,Immigration,2025-08
HT_011107,2025-08-16,USA,Portuguese,German|Japanese,free,25-34,F,Hobby,2025-08
HT_011108,2026-01-17,Australia,Russian,French|Dutch,free,18-24,M,Exam,2026-01
HT_011109,2026-04-09,USA,Italian,Russian|Portuguese|Spanish,free,25-34,Other,Exam,2026-04
HT_011110,2025-05-27,Mexico,Portuguese,English,free,25-34,Other,Immigration,2025-05
HT_011111,2025-07-09,UK,Korean,Portuguese|Chinese,free,18-24,Other,Travel,2025-07
HT_011112,2026-01-31,Australia,French,Arabic|Chinese|German,premium,25-34,M,Hobby,2026-01
HT_011113,2025-04-22,USA,Italian,Arabic|Spanish,free,45+,M,Business,2025-04
HT_011114,2025-04-23,Japan,Spanish,German,free,25-34,M,Travel,2025-04
HT_011115,2026-02-20,South Korea,Italian,Japanese|German|Chinese,free,25-34,M,Business,2026-02
HT_011116,2025-05-15,Brazil,Chinese,Russian,premium,35-44,M,Exam,2025-05
HT_011117,2025-10-04,China,Portuguese,Chinese|German|Spanish,premium,45+,Other,Business,2025-10
HT_011118,2025-09-02,South Korea,Dutch,English,free,35-44,M,Business,2025-09
HT_011119,2025-11-08,Japan,Spanish,Dutch|Chinese,free,25-34,F,Immigration,2025-11
HT_011120,2025-07-03,France,Arabic,Chinese|Spanish|Korean,free,45+,M,Exam,2025-07
HT_011121,2026-02-15,Mexico,French,Portuguese,free,25-34,F,Hobby,2026-02
HT_011122,2025-10-28,USA,English,Spanish|Russian|Dutch,free,25-34,Other,Hobby,2025-10
HT_011123,2026-01-13,France,Chinese,Portuguese,free,45+,F,Business,2026-01
HT_011124,2025-11-01,Japan,French,English|Korean|Spanish,free,25-34,F,Travel,2025-11
HT_011125,2025-05-19,Australia,Russian,Korean|French|Spanish,free,18-24,M,Travel,2025-05
HT_011126,2025-10-14,South Korea,Japanese,Italian,free,25-34,Other,Business,2025-10
HT_011127,2025-04-20,Brazil,Russian,Portuguese,free,25-34,F,Travel,2025-04
HT_011128,2025-06-11,France,Dutch,Japanese|Chinese|German,premium,35-44,M,Business,2025-06
HT_011129,2025-05-13,France,Japanese,Chinese|Italian|German,premium,25-34,M,Immigration,2025-05
HT_011130,2025-06-24,China,Russian,German,premium,35-44,F,Immigration,2025-06
HT_011131,2025-10-31,Mexico,Dutch,Russian|Chinese|Portuguese,free,45+,F,Travel,2025-10
HT_011132,2026-01-10,Japan,Italian,French|Portuguese|Chinese,free,18-24,F,Travel,2026-01
