pair_id,user_a_id,user_b_id,pair_date,match_success,response_time_hours,conversation_duration_min,messages_exchanged,pair_rating
PAIR_001638,HT_011350,HT_013480,2025-05-27,1,0.23,14.87,4,5.0
PAIR_001639,HT_017219,HT_015888,2025-09-07,0,,,0,
PAIR_001640,HT_019436,HT_013090,2026-01-03,1,0.22,5.88,13,3.0
PAIR_001641,HT_019831,HT_018357,2025-12-15,0,,,0,
PAIR_001642,HT_010597,HT_015411,2026-01-11,1,0.45,18.4,10,3.0
PAIR_001643,HT_017539,HT_018731,2025-09-30,1,1.25,33.97,3,5.0
PAIR_001644,HT_016996,HT_014314,2025-11-13,0,,,0,
PAIR_001645,HT_017751,HT_012230,2026-01-11,1,2.39,55.1,6,3.0
PAIR_001646,HT_015930,HT_017842,2025-09-08,0,,,0,
PAIR_001647,HT_013065,HT_017627,2025-12-29,1,0.11,50.49,4,
PAIR_001648,HT_011862,HT_012685,2026-02-08,0,,,0,
PAIR_001649,HT_019518,HT_018584,2026-02-14,0,,,0,
PAIR_001650,HT_018380,HT_011273,2025-11-20,0,,,0,
PAIR_001651,HT_011915,HT_019574,2025-08-05,0,,,0,
PAIR_001652,HT_016023,HT_016730,2025-10-02,0,,,0,
PAIR_001653,HT_014357,HT_012242,2025-10-10,1,5.63,26.75,5,
PAIR_001654,HT_013585,HT_011412,2025-07-06,1,1.6,49.0,6,
PAIR_001655,HT_010072,HT_013592,2025-07-23,0,,,0,
PAIR_001656,HT_010928,HT_019703,2025-06-14,0,,,0,
PAIR_001657,HT_017581,HT_011587,2025-06-23,0,,,0,
PAIR_001658,HT_019518,HT_019946,2025-05-20,1,1.4,20.2,9,
PAIR_001659,HT_015301,HT_014092,2026-02-01,1,9.68,62.02,7,3.0
PAIR_001660,HT_010835,HT_019551,2026-04-01,0,,,0,
PAIR_001661,HT_018480,HT_013162,2025-08-06,0,,,0,
PAIR_001662,HT_013684,HT_012875,2025-09-27,0,,,0,
PAIR_001663,HT_019937,HT_017428,2025-11-22,0,,,0,
PAIR_001664,HT_019746,HT_016309,2026-02-03,1,0.56,13.03,10,5.0
PAIR_001665,HT_019431,HT_011932,2026-01-18,0,,,0,
PAIR_001666,HT_018050,HT_017443,2025-08-25,0,,,0,
PAIR_001667,HT_014813,HT_019980,2026-02-18,0,,,0,
PAIR_001668,HT_019109,HT_015416,2025-07-10,0,,,0,
PAIR_001669,HT_018425,HT_019399,2025-05-24,1,3.45,32.65,7,
PAIR_001670,HT_014451,HT_016538,2025-11-28,1,0.9,42.76,8,4.0
PAIR_001671,HT_013211,HT_019920,2025-11-20,0,,,0,
PAIR_001672,HT_012144,HT_012574,2025-08-22,0,,,0,
PAIR_001673,HT_013093,HT_012052,2025-08-15,0,,,0,
PAIR_001674,HT_016492,HT_017404,2025-09-14,1,0.12,30.53,7,5.0
PAIR_001675,HT_018757,HT_018175,2025-09-08,0,,,0,
PAIR_001676,HT_018808,HT_013398,2025-10-10,0,,,0,
PAIR_001677,HT_016855,HT_012442,2026-01-14,1,1.26,17.98,8,4.0
PAIR_001678,HT_015567,HT_015829,2025-08-29,1,5.1,26.67,10,5.0
PAIR_001679,HT_011430,HT_019860,2025-04-23,0,,,0,
PAIR_001680,HT_016346,HT_015652,2026-01-13,0,,,0,
PAIR_001681,HT_010259,HT_013935,2025-07-14,0,,,0,
PAIR_001682,HT_011287,HT_017332,2026-03-25,0,,,0,
PAIR_001683,HT_016054,HT_010581,2025-04-16,0,,,0,
PAIR_001684,HT_015785,HT_019293,2025-05-02,0,,,0,
PAIR_001685,HT_010729,HT_013293,2026-02-24,1,3.65,8.3,6,
PAIR_001686,HT_019104,HT_017813,2025-06-26,1,2.55,40.58,7,
PAIR_001687,HT_010705,HT_014919,2025-08-15,1,3.66,90.5,13,5.0
PAIR_001688,HT_012631,HT_015689,2026-02-28,0,,,0,
PAIR_001689,HT_012283,HT_010637,2026-01-10,1,1.49,12.66,6,5.0
PAIR_001690,HT_019198,HT_012303,2025-06-02,0,,,0,
PAIR_001691,HT_017663,HT_019765,2025-11-23,1,3.86,27.79,5,3.0
PAIR_001692,HT_017805,HT_017874,2025-09-09,1,0.06,24.14,7,3.0
PAIR_001693,HT_013644,HT_011046,2025-04-12,1,0.53,126.72,5,
PAIR_001694,HT_010800,HT_017369,2025-09-24,0,,,0,
PAIR_001695,HT_018575,HT_014000,2026-03-07,1,0.81,9.81,11,3.0
PAIR_001696,HT_015852,HT_018074,2026-04-04,0,,,0,
PAIR_001697,HT_012314,HT_013999,2025-08-27,0,,,0,
PAIR_001698,HT_010194,HT_010628,2026-01-15,0,,,0,
PAIR_001699,HT_018941,HT_013288,2025-12-03,0,,,0,
PAIR_001700,HT_010328,HT_018591,2025-05-11,1,0.31,20.31,11,3.0
PAIR_001701,HT_012538,HT_013632,2025-09-24,1,0.42,21.54,9,
PAIR_001702,HT_012267,HT_011996,2025-08-18,1,2.94,24.93,8,
PAIR_001703,HT_016348,HT_014533,2025-08-30,0,,,0,
PAIR_001704,HT_010569,HT_018042,2026-04-08,1,2.13,18.57,9,5.0
PAIR_001705,HT_014024,HT_011340,2025-11-30,0,,,0,
PAIR_001706,HT_015387,HT_017029,2025-07-26,0,,,0,
PAIR_001707,HT_019728,HT_015544,2026-01-08,0,,,0,
PAIR_001708,HT_010762,HT_012257,2025-05-20,0,,,0,
PAIR_001709,HT_011639,HT_012513,2025-07-16,0,,,0,
PAIR_001710,HT_013107,HT_013067,2025-09-12,1,2.43,36.09,6,4.0
PAIR_001711,HT_013931,HT_013963,2026-04-09,0,,,0,
PAIR_001712,HT_018788,HT_011823,2025-09-20,1,1.53,37.8,8,4.0
PAIR_001713,HT_015705,HT_014984,2025-10-26,0,,,0,
PAIR_001714,HT_019509,HT_017234,2025-09-05,0,,,0,
PAIR_001715,HT_013426,HT_018290,2025-12-03,1,2.31,11.76,9,5.0
PAIR_001716,HT_016148,HT_011156,2025-11-10,1,0.2,12.91,10,4.0
PAIR_001717,HT_017922,HT_017810,2025-10-31,1,1.72,17.09,7,
PAIR_001718,HT_019886,HT_018244,2025-05-06,0,,,0,
PAIR_001719,HT_012899,HT_017781,2026-03-01,1,0.73,19.19,5,
PAIR_001720,HT_015404,HT_011263,2025-04-30,0,,,0,
PAIR_001721,HT_016561,HT_012039,2025-09-12,1,0.7,18.93,7,5.0
PAIR_001722,HT_014734,HT_018524,2025-05-11,1,1.78,6.25,10,4.0
PAIR_001723,HT_013958,HT_015491,2025-12-02,1,1.06,27.42,9,3.0
PAIR_001724,HT_015436,HT_016977,2025-09-19,0,,,0,
PAIR_001725,HT_013231,HT_018555,2025-04-30,0,,,0,
PAIR_001726,HT_017873,HT_014536,2026-04-01,0,,,0,
PAIR_001727,HT_018383,HT_015475,2025-11-09,1,3.93,58.49,4,4.0
PAIR_001728,HT_011401,HT_017400,2026-04-04,0,,,0,
PAIR_001729,HT_014690,HT_010731,2026-01-20,1,2.14,35.77,7,3.0
PAIR_001730,HT_013527,HT_012393,2025-12-17,1,1.43,3.52,8,3.0
PAIR_001731,HT_018773,HT_013996,2026-02-20,0,,,0,
PAIR_001732,HT_012279,HT_010976,2025-09-10,0,,,0,
PAIR_001733,HT_017532,HT_014097,2025-11-27,0,,,0,
PAIR_001734,HT_018528,HT_012037,2026-03-17,1,1.43,17.27,9,
PAIR_001735,HT_013569,HT_014401,2026-03-17,1,0.08,29.12,6,
PAIR_001736,HT_015093,HT_010845,2026-03-30,0,,,0,
PAIR_001737,HT_012757,HT_012678,2026-03-05,0,,,0,
PAIR_001738,HT_012088,HT_019096,2025-08-30,1,1.86,5.19,7,
PAIR_001739,HT_016342,HT_013102,2025-06-30,1,3.49,12.27,15,4.0
PAIR_001740,HT_016241,HT_012732,2026-02-22,1,1.26,93.7,6,
PAIR_001741,HT_017557,HT_010452,2026-01-25,0,,,0,
PAIR_001742,HT_012612,HT_011493,2026-03-31,0,,,0,
PAIR_001743,HT_012739,HT_010354,2025-11-20,1,0.11,16.96,9,4.0
PAIR_001744,HT_015325,HT_018473,2025-10-22,0,,,0,
PAIR_001745,HT_010562,HT_018040,2025-09-30,0,,,0,
PAIR_001746,HT_017363,HT_016613,2026-01-02,1,0.34,2.68,7,4.0
PAIR_001747,HT_014361,HT_016820,2025-09-22,1,2.17,7.83,7,3.0
PAIR_001748,HT_016353,HT_012040,2026-01-30,0,,,0,
PAIR_001749,HT_017313,HT_014638,2025-11-26,0,,,0,
PAIR_001750,HT_010715,HT_011632,2025-09-06,0,,,0,
PAIR_001751,HT_018343,HT_011819,2025-12-08,0,,,0,
PAIR_001752,HT_014786,HT_013704,2025-07-30,1,6.4,47.32,10,5.0
PAIR_001753,HT_012821,HT_010540,2025-07-21,0,,,0,
PAIR_001754,HT_015371,HT_012475,2026-04-08,0,,,0,
PAIR_001755,HT_011239,HT_019326,2025-07-03,0,,,0,
PAIR_001756,HT_019158,HT_015839,2025-06-14,0,,,0,
PAIR_001757,HT_014860,HT_013827,2025-10-26,1,0.55,40.8,6,4.0
PAIR_001758,HT_019263,HT_017988,2025-04-13,1,2.99,67.3,4,3.0
PAIR_001759,HT_015438,HT_011760,2025-10-24,1,0.74,33.83,5,3.0
PAIR_001760,HT_011454,HT_016822,2025-08-15,0,,,0,
PAIR_001761,HT_017249,HT_010626,2026-03-18,0,,,0,
PAIR_001762,HT_018002,HT_018371,2026-03-02,0,,,0,
PAIR_001763,HT_015298,HT_019992,2025-12-04,0,,,0,
PAIR_001764,HT_015019,HT_010003,2025-07-13,0,,,0,
PAIR_001765,HT_013552,HT_015082,2025-10-29,1,3.97,18.07,9,4.0
PAIR_001766,HT_014744,HT_016985,2026-02-12,0,,,0,
PAIR_001767,HT_011474,HT_010632,2025-08-11,1,3.08,24.21,10,5.0
PAIR_001768,HT_013109,HT_019178,2025-06-03,0,,,0,
PAIR_001769,HT_019200,HT_018185,2025-05-19,0,,,0,
PAIR_001770,HT_019016,HT_016420,2025-08-15,1,0.63,17.93,3,
PAIR_001771,HT_013539,HT_012878,2026-01-06,1,1.17,5.13,6,
PAIR_001772,HT_015178,HT_016674,2025-12-24,0,,,0,
PAIR_001773,HT_016675,HT_019014,2025-09-30,1,0.57,47.86,7,4.0
PAIR_001774,HT_018372,HT_013967,2025-12-17,1,7.63,43.27,7,4.0
PAIR_001775,HT_018662,HT_017627,2026-02-13,1,2.64,20.67,11,3.0
PAIR_001776,HT_011427,HT_015186,2025-10-03,1,1.11,35.16,6,4.0
PAIR_001777,HT_018757,HT_015908,2025-08-04,0,,,0,
PAIR_001778,HT_014577,HT_018348,2026-04-08,0,,,0,
PAIR_001779,HT_011042,HT_018607,2025-07-28,0,,,0,
PAIR_001780,HT_014807,HT_015348,2025-10-13,0,,,0,
PAIR_001781,HT_013723,HT_017806,2025-04-18,0,,,0,
PAIR_001782,HT_014811,HT_012676,2026-01-04,0,,,0,
PAIR_001783,HT_019133,HT_012009,2025-08-10,0,,,0,
PAIR_001784,HT_011124,HT_015027,2025-08-10,1,1.63,29.29,12,5.0
PAIR_001785,HT_018900,HT_013585,2025-10-28,0,,,0,
PAIR_001786,HT_014672,HT_018118,2025-07-10,0,,,0,
PAIR_001787,HT_012762,HT_015246,2025-09-21,0,,,0,
PAIR_001788,HT_019477,HT_019272,2025-06-02,0,,,0,
PAIR_001789,HT_018031,HT_012257,2025-09-09,0,,,0,
PAIR_001790,HT_015532,HT_013005,2025-09-23,0,,,0,
PAIR_001791,HT_015608,HT_015124,2025-11-18,1,0.2,65.26,6,3.0
PAIR_001792,HT_015888,HT_013419,2025-08-13,0,,,0,
PAIR_001793,HT_017068,HT_010757,2025-07-28,0,,,0,
PAIR_001794,HT_010280,HT_014899,2025-04-27,0,,,0,
PAIR_001795,HT_018236,HT_017870,2025-06-28,1,2.96,18.32,11,4.0
PAIR_001796,HT_017651,HT_013727,2025-04-27,0,,,0,
PAIR_001797,HT_018918,HT_012048,2025-12-02,0,,,0,
PAIR_001798,HT_015351,HT_016099,2025-10-10,1,3.95,33.1,7,
PAIR_001799,HT_014088,HT_018267,2025-05-30,1,1.25,51.99,8,4.0
PAIR_001800,HT_011053,HT_014044,2025-06-15,1,0.85,23.39,11,5.0
PAIR_001801,HT_011554,HT_019293,2026-04-10,0,,,0,
PAIR_001802,HT_017476,HT_013438,2025-04-16,0,,,0,
PAIR_001803,HT_019253,HT_012175,2026-04-01,0,,,0,
PAIR_001804,HT_015704,HT_017808,2025-04-21,1,4.84,56.25,7,3.0
PAIR_001805,HT_012684,HT_011258,2025-07-07,1,1.05,25.17,11,3.0
PAIR_001806,HT_011157,HT_018457,2025-08-19,0,,,0,
PAIR_001807,HT_017755,HT_012095,2025-11-29,1,0.19,11.19,7,
PAIR_001808,HT_017406,HT_015389,2025-08-22,0,,,0,
PAIR_001809,HT_019221,HT_014069,2025-10-09,0,,,0,
PAIR_001810,HT_017578,HT_019464,2026-01-03,1,4.25,41.02,6,4.0
PAIR_001811,HT_013229,HT_010606,2025-10-28,1,0.58,24.86,5,4.0
PAIR_001812,HT_012528,HT_016206,2025-12-12,0,,,0,
PAIR_001813,HT_011741,HT_018965,2025-08-02,0,,,0,
PAIR_001814,HT_013630,HT_019090,2026-01-14,1,0.02,8.92,6,3.0
PAIR_001815,HT_014243,HT_011443,2025-08-12,1,0.42,81.56,9,5.0
PAIR_001816,HT_011600,HT_012685,2025-04-24,0,,,0,
PAIR_001817,HT_012983,HT_016639,2026-01-10,1,0.54,11.88,11,4.0
PAIR_001818,HT_013148,HT_010842,2025-07-22,1,2.35,24.78,9,3.0
PAIR_001819,HT_012875,HT_014413,2025-12-22,0,,,0,
PAIR_001820,HT_011425,HT_012361,2025-10-27,0,,,0,
PAIR_001821,HT_019186,HT_015025,2025-07-24,0,,,0,
PAIR_001822,HT_011341,HT_017207,2025-12-13,1,2.72,50.74,6,
PAIR_001823,HT_018596,HT_017386,2025-06-09,0,,,0,
PAIR_001824,HT_010711,HT_018231,2025-12-08,0,,,0,
PAIR_001825,HT_016462,HT_010608,2025-11-18,0,,,0,
PAIR_001826,HT_010970,HT_015430,2025-04-20,1,1.83,5.05,5,
PAIR_001827,HT_017864,HT_016886,2025-05-11,0,,,0,
PAIR_001828,HT_011192,HT_012299,2025-09-27,1,1.88,3.26,7,5.0
PAIR_001829,HT_017790,HT_017410,2025-08-08,0,,,0,
PAIR_001830,HT_018481,HT_016636,2026-03-09,1,0.04,30.73,6,
PAIR_001831,HT_018194,HT_010976,2026-03-01,1,0.61,89.07,9,4.0
PAIR_001832,HT_015381,HT_012272,2025-05-27,0,,,0,
PAIR_001833,HT_011494,HT_014589,2026-02-03,0,,,0,
PAIR_001834,HT_013969,HT_016908,2025-11-06,1,2.15,9.29,5,
PAIR_001835,HT_014082,HT_019406,2025-10-15,1,2.52,114.59,6,3.0
PAIR_001836,HT_014558,HT_011040,2025-12-12,0,,,0,
PAIR_001837,HT_017077,HT_015415,2025-12-24,0,,,0,
PAIR_001838,HT_012800,HT_014778,2025-04-16,0,,,0,
PAIR_001839,HT_016203,HT_017009,2025-08-03,0,,,0,
PAIR_001840,HT_014544,HT_014754,2025-06-28,0,,,0,
PAIR_001841,HT_017533,HT_019761,2025-12-19,1,1.31,19.84,5,4.0
PAIR_001842,HT_019785,HT_014775,2025-08-06,0,,,0,
PAIR_001843,HT_015558,HT_013437,2025-05-13,0,,,0,
PAIR_001844,HT_013388,HT_018382,2026-03-29,0,,,0,
PAIR_001845,HT_017026,HT_013724,2025-08-12,0,,,0,
PAIR_001846,HT_019168,HT_019207,2025-06-11,0,,,0,
PAIR_001847,HT_019257,HT_013324,2025-08-01,0,,,0,
PAIR_001848,HT_018855,HT_012003,2025-07-03,0,,,0,
PAIR_001849,HT_011514,HT_015941,2025-07-21,1,2.13,54.55,7,5.0
PAIR_001850,HT_019302,HT_013856,2026-02-24,0,,,0,
PAIR_001851,HT_018896,HT_017278,2025-10-26,0,,,0,
PAIR_001852,HT_016164,HT_014598,2025-11-22,0,,,0,
PAIR_001853,HT_012414,HT_011072,2026-04-10,1,4.22,50.1,7,3.0
PAIR_001854,HT_019370,HT_014532,2025-11-14,1,1.4,7.06,6,3.0
PAIR_001855,HT_016785,HT_010209,2025-04-23,0,,,0,
PAIR_001856,HT_013777,HT_014881,2025-10-25,1,2.64,28.97,5,4.0
PAIR_001857,HT_016518,HT_011175,2026-01-16,1,0.27,36.92,7,4.0
PAIR_001858,HT_015407,HT_016371,2025-08-19,0,,,0,
PAIR_001859,HT_019427,HT_014404,2025-07-19,1,2.38,69.02,4,3.0
PAIR_001860,HT_013704,HT_012165,2026-03-14,0,,,0,
PAIR_001861,HT_016839,HT_017245,2025-05-13,1,5.17,3.05,6,3.0
PAIR_001862,HT_012100,HT_018880,2025-10-16,0,,,0,
PAIR_001863,HT_010111,HT_015442,2026-01-23,1,0.77,38.2,7,
PAIR_001864,HT_014414,HT_014862,2026-04-06,0,,,0,
PAIR_001865,HT_017031,HT_013995,2025-06-13,1,0.3,48.65,15,4.0
PAIR_001866,HT_017412,HT_011061,2025-04-30,1,0.49,24.33,8,4.0
PAIR_001867,HT_015389,HT_018962,2025-08-31,0,,,0,
PAIR_001868,HT_018371,HT_011810,2025-08-19,0,,,0,
PAIR_001869,HT_010871,HT_019820,2025-08-06,0,,,0,
PAIR_001870,HT_019251,HT_010137,2025-12-17,1,1.8,11.84,8,5.0
PAIR_001871,HT_018025,HT_015096,2025-06-22,0,,,0,
PAIR_001872,HT_013461,HT_010169,2026-04-10,1,4.48,5.25,11,3.0
PAIR_001873,HT_017198,HT_019671,2025-12-27,0,,,0,
PAIR_001874,HT_013164,HT_019874,2025-05-06,0,,,0,
PAIR_001875,HT_011392,HT_013061,2026-01-04,1,1.66,10.94,8,4.0
PAIR_001876,HT_014355,HT_018305,2026-01-20,0,,,0,
PAIR_001877,HT_017189,HT_013294,2025-09-27,1,1.63,49.31,5,
PAIR_001878,HT_010815,HT_016551,2025-07-06,0,,,0,
PAIR_001879,HT_011493,HT_018599,2026-01-09,1,1.12,75.67,8,
PAIR_001880,HT_018024,HT_012574,2026-02-23,0,,,0,
PAIR_001881,HT_019336,HT_014594,2025-09-10,0,,,0,
PAIR_001882,HT_015703,HT_011117,2025-11-04,1,2.38,37.46,7,3.0
PAIR_001883,HT_013516,HT_019005,2026-04-05,0,,,0,
PAIR_001884,HT_017315,HT_017377,2026-03-04,0,,,0,
PAIR_001885,HT_015644,HT_017826,2026-04-12,0,,,0,
PAIR_001886,HT_010843,HT_016551,2025-06-07,0,,,0,
PAIR_001887,HT_015843,HT_016605,2025-06-26,0,,,0,
PAIR_001888,HT_016977,HT_016911,2026-02-06,0,,,0,
PAIR_001889,HT_018579,HT_018503,2025-07-25,1,7.61,22.09,12,5.0
PAIR_001890,HT_011466,HT_010552,2025-10-15,0,,,0,
PAIR_001891,HT_010768,HT_018190,2026-02-27,1,0.18,7.69,8,
PAIR_001892,HT_011933,HT_015676,2025-08-07,1,2.48,46.18,8,5.0
PAIR_001893,HT_013892,HT_017580,2026-03-10,0,,,0,
PAIR_001894,HT_017071,HT_015309,2025-08-13,1,7.47,19.66,10,5.0
PAIR_001895,HT_014311,HT_017285,2026-01-23,1,0.52,4.71,9,3.0
PAIR_001896,HT_014582,HT_018070,2025-05-11,0,,,0,
PAIR_001897,HT_019599,HT_018650,2025-05-18,0,,,0,
PAIR_001898,HT_011573,HT_013782,2025-05-15,0,,,0,
PAIR_001899,HT_017483,HT_010418,2026-03-25,0,,,0,
PAIR_001900,HT_018970,HT_014541,2025-04-12,0,,,0,
PAIR_001901,HT_017581,HT_015633,2026-01-23,0,,,0,
PAIR_001902,HT_013064,HT_012717,2025-10-10,0,,,0,
PAIR_001903,HT_016100,HT_010875,2025-12-29,0,,,0,
PAIR_001904,HT_012743,HT_016200,2026-03-20,0,,,0,
PAIR_001905,HT_016380,HT_016226,2026-02-03,1,0.28,31.49,11,
PAIR_001906,HT_012689,HT_015916,2026-02-10,0,,,0,
PAIR_001907,HT_017597,HT_015310,2025-05-31,0,,,0,
PAIR_001908,HT_014128,HT_018503,2025-08-08,1,0.3,35.39,9,3.0
PAIR_001909,HT_016164,HT_010541,2025-07-13,0,,,0,
PAIR_001910,HT_011695,HT_019020,2026-04-05,1,0.18,21.88,7,5.0
PAIR_001911,HT_012227,HT_016907,2026-03-02,0,,,0,
PAIR_001912,HT_014185,HT_014066,2026-02-03,0,,,0,
PAIR_001913,HT_017663,HT_013254,2026-02-24,1,2.53,38.61,16,
PAIR_001914,HT_012601,HT_014518,2025-11-26,1,2.47,27.84,11,
PAIR_001915,HT_015793,HT_014905,2025-11-30,0,,,0,
PAIR_001916,HT_017710,HT_019754,2025-10-05,0,,,0,
PAIR_001917,HT_015660,HT_014263,2025-09-12,0,,,0,
PAIR_001918,HT_014768,HT_019905,2025-05-09,1,0.88,73.43,7,
PAIR_001919,HT_015114,HT_014050,2026-02-08,1,5.4,72.08,12,5.0
PAIR_001920,HT_018333,HT_013683,2025-08-08,0,,,0,
PAIR_001921,HT_013221,HT_017509,2026-03-30,0,,,0,
PAIR_001922,HT_016226,HT_012542,2025-05-19,0,,,0,
PAIR_001923,HT_018258,HT_014897,2025-10-11,1,0.16,52.25,4,3.0
PAIR_001924,HT_016456,HT_015029,2025-06-09,0,,,0,
PAIR_001925,HT_019320,HT_019659,2025-07-04,0,,,0,
PAIR_001926,HT_015673,HT_016497,2025-06-29,1,1.12,10.91,3,5.0
PAIR_001927,HT_019444,HT_015993,2025-04-28,0,,,0,
PAIR_001928,HT_012332,HT_010174,2025-07-17,0,,,0,
PAIR_001929,HT_014183,HT_012474,2025-11-30,1,6.15,20.92,9,
PAIR_001930,HT_017428,HT_015602,2026-03-21,0,,,0,
PAIR_001931,HT_012978,HT_010541,2025-05-05,0,,,0,
PAIR_001932,HT_019278,HT_019675,2026-01-13,1,5.82,91.94,9,5.0
PAIR_001933,HT_013290,HT_014310,2025-12-04,0,,,0,
PAIR_001934,HT_014737,HT_017690,2025-08-13,1,0.05,8.13,10,5.0
PAIR_001935,HT_019789,HT_015633,2025-07-10,0,,,0,
PAIR_001936,HT_016154,HT_011850,2025-07-21,0,,,0,
PAIR_001937,HT_019529,HT_011526,2025-05-19,1,4.42,64.41,5,5.0
PAIR_001938,HT_015410,HT_018211,2025-06-18,0,,,0,
PAIR_001939,HT_013269,HT_014954,2025-06-06,1,0.21,13.7,11,4.0
PAIR_001940,HT_012923,HT_018971,2025-10-19,0,,,0,
PAIR_001941,HT_014532,HT_016906,2025-12-21,1,2.01,12.19,6,4.0
PAIR_001942,HT_016738,HT_017669,2026-03-27,0,,,0,
PAIR_001943,HT_017941,HT_014321,2025-08-11,0,,,0,
PAIR_001944,HT_015053,HT_016209,2025-04-23,1,2.33,9.59,5,
PAIR_001945,HT_015981,HT_011505,2025-07-24,1,0.74,91.08,5,4.0
PAIR_001946,HT_013823,HT_015910,2025-04-17,0,,,0,
PAIR_001947,HT_013706,HT_016831,2025-10-29,1,1.08,30.8,10,
PAIR_001948,HT_016140,HT_016583,2026-04-01,1,1.67,29.98,7,4.0
PAIR_001949,HT_010549,HT_010243,2025-08-29,1,2.63,31.3,8,5.0
PAIR_001950,HT_010513,HT_014240,2026-02-23,0,,,0,
PAIR_001951,HT_019993,HT_016309,2026-04-02,0,,,0,
PAIR_001952,HT_015097,HT_015711,2026-03-30,1,2.09,11.58,11,5.0
PAIR_001953,HT_012427,HT_014650,2026-04-08,1,0.98,40.62,14,5.0
PAIR_001954,HT_018376,HT_017288,2026-03-26,0,,,0,
PAIR_001955,HT_013642,HT_013440,2025-07-12,0,,,0,
PAIR_001956,HT_010072,HT_016326,2026-03-28,1,0.85,20.48,10,4.0
PAIR_001957,HT_014331,HT_014704,2025-06-05,0,,,0,
PAIR_001958,HT_010346,HT_010534,2025-10-19,0,,,0,
PAIR_001959,HT_015667,HT_012602,2025-05-23,0,,,0,
PAIR_001960,HT_017929,HT_010440,2025-05-11,1,1.52,31.59,6,
PAIR_001961,HT_017507,HT_010388,2025-06-03,0,,,0,
PAIR_001962,HT_011943,HT_018670,2026-01-26,0,,,0,
PAIR_001963,HT_018371,HT_014036,2025-10-04,1,0.57,12.83,4,3.0
PAIR_001964,HT_013696,HT_010124,2025-08-17,1,1.53,73.11,9,4.0
PAIR_001965,HT_015637,HT_018909,2025-12-07,0,,,0,
PAIR_001966,HT_010220,HT_013755,2025-05-14,1,0.02,11.35,7,4.0
PAIR_001967,HT_012409,HT_010041,2025-06-21,1,0.44,35.04,5,
PAIR_001968,HT_018707,HT_010958,2025-08-05,1,1.46,11.03,12,4.0
PAIR_001969,HT_017273,HT_010620,2025-04-25,0,,,0,
PAIR_001970,HT_012904,HT_019264,2026-02-01,0,,,0,
PAIR_001971,HT_010058,HT_013030,2025-12-08,0,,,0,
PAIR_001972,HT_014092,HT_014813,2025-11-02,0,,,0,
PAIR_001973,HT_015087,HT_014774,2025-08-18,0,,,0,
PAIR_001974,HT_014728,HT_019547,2025-06-14,1,0.71,51.27,2,5.0
PAIR_001975,HT_016479,HT_013196,2025-09-24,0,,,0,
PAIR_001976,HT_014137,HT_014618,2026-03-02,1,0.22,10.79,7,3.0
PAIR_001977,HT_015880,HT_019028,2025-06-05,1,1.97,19.25,6,3.0
PAIR_001978,HT_011917,HT_015423,2025-12-16,1,2.66,18.54,15,
PAIR_001979,HT_015189,HT_014912,2026-01-02,0,,,0,
PAIR_001980,HT_018695,HT_014952,2026-03-24,1,0.24,44.68,4,3.0
PAIR_001981,HT_013612,HT_011453,2025-10-15,0,,,0,
PAIR_001982,HT_012307,HT_017266,2025-07-06,0,,,0,
PAIR_001983,HT_013268,HT_010256,2026-04-12,1,0.9,5.66,6,4.0
PAIR_001984,HT_016897,HT_016388,2025-07-18,0,,,0,
PAIR_001985,HT_014126,HT_017951,2025-06-26,0,,,0,
PAIR_001986,HT_017771,HT_016089,2025-06-03,0,,,0,
PAIR_001987,HT_016924,HT_010437,2025-05-06,0,,,0,
PAIR_001988,HT_012266,HT_011582,2025-09-06,0,,,0,
PAIR_001989,HT_017359,HT_013790,2026-01-16,1,6.25,26.73,7,4.0
PAIR_001990,HT_013324,HT_014736,2025-10-23,0,,,0,
PAIR_001991,HT_012625,HT_018496,2026-04-05,0,,,0,
PAIR_001992,HT_010024,HT_016260,2025-05-01,0,,,0,
PAIR_001993,HT_017594,HT_018024,2025-11-05,0,,,0,
PAIR_001994,HT_017542,HT_017983,2025-07-15,0,,,0,
PAIR_001995,HT_016928,HT_018297,2025-06-06,0,,,0,
PAIR_001996,HT_014382,HT_017779,2025-06-28,0,,,0,
PAIR_001997,HT_017087,HT_013716,2025-06-19,0,,,0,
PAIR_001998,HT_014191,HT_011268,2025-05-25,0,,,0,
PAIR_001999,HT_013588,HT_010090,2025-11-20,1,1.57,5.8,8,3.0
PAIR_002000,HT_011431,HT_015544,2025-11-22,0,,,0,
PAIR_002001,HT_012995,HT_014890,2025-05-23,0,,,0,
PAIR_002002,HT_016367,HT_013049,2025-06-18,1,1.89,28.58,10,
PAIR_002003,HT_016771,HT_010070,2025-05-23,0,,,0,
PAIR_002004,HT_011781,HT_012226,2025-10-04,0,,,0,
PAIR_002005,HT_018655,HT_011006,2025-11-20,1,2.01,34.8,5,4.0
PAIR_002006,HT_013169,HT_014038,2025-11-01,0,,,0,
PAIR_002007,HT_019904,HT_010468,2025-12-11,0,,,0,
PAIR_002008,HT_010279,HT_016792,2026-03-28,0,,,0,
PAIR_002009,HT_019359,HT_019378,2026-01-31,0,,,0,
PAIR_002010,HT_018718,HT_011098,2025-08-25,1,0.81,24.37,11,3.0
PAIR_002011,HT_017565,HT_016185,2026-01-30,1,2.35,16.26,8,5.0
PAIR_002012,HT_018333,HT_017488,2025-04-27,0,,,0,
