user_id,activity_date,activity_type,session_duration_min,device_type
HT_011108,2026-04-11,post_moment,15.91,iOS
HT_011108,2026-01-27,login,25.68,iOS
HT_011109,2026-04-09,post_moment,21.69,Android
HT_011109,2026-04-10,like,8.16,Android
HT_011109,2026-04-12,comment,9.92,Android
HT_011109,2026-04-12,send_message,2.64,Android
HT_011109,2026-04-09,post_moment,4.93,Android
HT_011109,2026-04-11,send_message,0.91,Android
HT_011109,2026-04-09,share_content,2.15,Android
HT_011109,2026-04-09,like,11.94,iOS
HT_011109,2026-04-11,login,11.26,iOS
HT_011109,2026-04-10,send_message,0.56,Android
HT_011109,2026-04-09,login,8.5,Android
HT_011109,2026-04-12,video_call,11.61,Android
HT_011109,2026-04-11,post_moment,19.68,Android
HT_011109,2026-04-10,login,7.14,iOS
HT_011109,2026-04-10,login,2.78,iOS
HT_011109,2026-04-10,send_message,48.05,iOS
HT_011109,2026-04-09,post_moment,19.33,iOS
HT_011109,2026-04-11,video_call,5.95,iOS
HT_011109,2026-04-09,send_message,23.27,Android
HT_011109,2026-04-09,voice_call,3.54,Web
HT_011109,2026-04-11,like,5.8,Android
HT_011109,2026-04-12,login,3.68,iOS
HT_011109,2026-04-11,comment,1.22,Android
HT_011109,2026-04-11,comment,13.89,Android
HT_011109,2026-04-11,send_message,5.66,Android
HT_011109,2026-04-11,video_call,3.92,iOS
HT_011109,2026-04-11,share_content,6.01,Android
HT_011109,2026-04-10,video_call,1.55,Android
HT_011109,2026-04-10,comment,8.35,Android
HT_011109,2026-04-10,login,0.5,iOS
HT_011109,2026-04-11,like,7.0,Android
HT_011109,2026-04-10,login,39.16,iOS
HT_011109,2026-04-10,like,3.3,iOS
HT_011109,2026-04-10,voice_call,5.64,Android
HT_011109,2026-04-12,login,6.47,iOS
HT_011109,2026-04-12,like,14.1,Android
HT_011110,2025-12-17,share_content,5.07,iOS
HT_011110,2025-09-02,like,3.42,Android
HT_011110,2026-01-20,voice_call,0.59,iOS
HT_011110,2025-12-10,comment,9.59,Android
HT_011110,2025-08-07,video_call,9.8,Web
HT_011110,2025-08-22,share_content,18.81,Android
HT_011110,2025-07-26,comment,24.72,Android
HT_011110,2025-08-10,send_message,5.89,Android
HT_011110,2026-01-02,voice_call,0.5,Android
HT_011110,2025-09-13,post_moment,2.15,Android
HT_011110,2025-12-16,login,14.15,iOS
HT_011110,2026-03-05,like,11.93,Android
HT_011110,2026-01-01,login,0.55,iOS
HT_011110,2026-03-27,post_moment,16.7,iOS
HT_011110,2025-08-01,send_message,3.95,Android
HT_011110,2025-12-07,share_content,18.0,Web
HT_011110,2026-04-04,login,14.28,iOS
HT_011110,2025-10-27,login,12.32,Android
HT_011110,2025-07-30,comment,13.32,Android
HT_011110,2025-06-09,send_message,2.06,Android
HT_011110,2025-10-22,voice_call,31.04,Android
HT_011110,2025-09-13,login,1.44,Android
HT_011110,2025-09-18,send_message,13.1,Android
HT_011110,2025-07-27,post_moment,4.07,Android
HT_011110,2025-09-26,post_moment,12.09,Android
HT_011110,2026-03-01,login,9.47,Android
HT_011110,2025-07-15,send_message,1.14,Android
HT_011110,2026-04-12,share_content,14.89,iOS
HT_011110,2026-02-28,voice_call,14.33,Android
HT_011110,2026-01-16,voice_call,1.98,Android
HT_011110,2026-01-19,send_message,0.5,Android
HT_011110,2025-07-09,send_message,6.81,iOS
HT_011110,2025-06-01,like,14.51,Android
HT_011110,2025-09-27,share_content,16.06,iOS
HT_011110,2025-11-15,like,10.41,Android
HT_011110,2026-02-21,voice_call,6.64,Android
HT_011110,2025-11-30,send_message,0.99,Android
HT_011111,2025-09-13,post_moment,16.95,Android
HT_011111,2026-02-09,comment,4.16,Web
HT_011111,2026-01-16,send_message,5.76,iOS
HT_011111,2026-01-03,share_content,17.39,Android
HT_011111,2025-12-16,login,8.66,iOS
HT_011111,2025-08-01,send_message,27.53,iOS
HT_011111,2026-02-13,login,16.78,iOS
HT_011111,2025-10-22,complete_lesson,0.5,iOS
HT_011111,2025-12-24,login,0.5,iOS
HT_011111,2026-04-05,login,10.02,iOS
HT_011111,2025-12-15,like,11.92,Android
HT_011111,2025-12-31,like,11.38,iOS
HT_011111,2025-11-16,login,7.13,Android
HT_011111,2026-03-22,like,25.42,Android
HT_011111,2026-03-25,login,14.85,iOS
HT_011111,2025-07-18,like,10.67,iOS
HT_011111,2025-07-19,like,9.28,iOS
HT_011111,2025-10-28,login,18.48,Web
HT_011111,2025-10-03,post_moment,25.2,iOS
HT_011111,2025-08-14,complete_lesson,29.91,Android
HT_011111,2026-01-04,comment,5.19,Android
HT_011111,2025-08-27,post_moment,1.58,iOS
HT_011111,2025-12-08,send_message,4.89,Android
HT_011111,2025-09-27,complete_lesson,10.6,Android
HT_011111,2025-12-09,login,20.67,Android
HT_011111,2026-02-02,start_lesson,39.7,iOS
HT_011111,2025-09-06,post_moment,6.4,iOS
HT_011111,2025-08-27,like,16.43,Android
HT_011111,2025-09-28,login,4.86,iOS
HT_011111,2026-01-21,comment,6.61,iOS
HT_011111,2025-11-26,login,3.68,Android
HT_011112,2026-03-10,login,48.9,iOS
HT_011112,2026-03-20,video_call,22.14,Android
HT_011112,2026-02-13,post_moment,11.16,Web
HT_011112,2026-02-19,login,3.18,Android
HT_011112,2026-03-17,like,4.57,Web
HT_011112,2026-03-21,voice_call,14.58,Android
HT_011112,2026-02-19,send_message,13.85,iOS
HT_011112,2026-04-07,login,38.27,Android
HT_011112,2026-02-17,send_message,23.35,iOS
HT_011112,2026-03-05,send_message,6.36,iOS
HT_011112,2026-04-10,post_moment,22.24,iOS
HT_011112,2026-02-06,like,10.29,Android
HT_011112,2026-02-04,start_lesson,21.39,Android
HT_011112,2026-02-21,send_message,14.19,iOS
HT_011112,2026-03-07,start_lesson,7.01,Android
HT_011112,2026-03-08,like,4.44,Android
HT_011112,2026-04-08,login,1.06,Android
HT_011112,2026-03-11,send_message,0.87,iOS
HT_011112,2026-03-21,complete_lesson,9.38,Android
HT_011112,2026-03-09,login,15.18,Android
HT_011112,2026-04-11,login,12.44,iOS
HT_011112,2026-02-10,post_moment,7.28,iOS
HT_011112,2026-03-31,like,39.75,Android
HT_011112,2026-03-01,login,11.59,Web
HT_011112,2026-04-06,video_call,15.71,Android
HT_011112,2026-02-20,post_moment,5.05,iOS
HT_011112,2026-02-13,send_message,19.76,iOS
HT_011112,2026-03-13,login,9.57,Android
HT_011112,2026-02-26,send_message,9.57,Web
HT_011113,2025-04-29,like,0.97,Android
HT_011113,2025-06-02,login,7.73,iOS
HT_011113,2026-01-05,login,8.35,Android
HT_011113,2026-02-24,comment,0.91,Android
HT_011113,2026-02-27,voice_call,2.88,Android
HT_011113,2025-10-25,send_message,3.23,iOS
HT_011113,2026-03-16,send_message,9.99,iOS
HT_011113,2025-05-27,login,6.06,iOS
HT_011114,2025-07-09,send_message,0.5,iOS
HT_011114,2025-12-17,login,51.14,Web
HT_011114,2025-08-14,send_message,2.29,Web
HT_011114,2025-11-05,login,0.99,Android
HT_011114,2025-08-03,like,16.04,iOS
HT_011114,2026-02-22,post_moment,28.49,iOS
HT_011114,2025-11-24,send_message,37.09,Android
HT_011114,2025-04-23,send_message,15.38,Android
HT_011114,2025-10-01,login,24.4,iOS
HT_011114,2025-10-27,post_moment,15.01,iOS
HT_011114,2025-12-27,login,2.62,Android
HT_011114,2026-03-01,voice_call,9.98,iOS
HT_011114,2025-04-23,comment,7.34,Android
HT_011114,2025-11-19,login,0.7,iOS
HT_011114,2026-01-25,login,1.75,iOS
HT_011114,2025-07-03,voice_call,10.64,Android
HT_011114,2025-09-24,login,5.55,iOS
HT_011114,2025-12-25,like,29.41,iOS
HT_011114,2025-04-23,login,1.89,iOS
HT_011114,2025-11-23,post_moment,0.92,Web
HT_011114,2025-05-10,send_message,15.78,Android
HT_011114,2025-09-30,comment,12.32,iOS
HT_011114,2025-05-02,send_message,1.88,Android
HT_011115,2026-02-25,send_message,0.75,iOS
HT_011115,2026-03-11,send_message,12.39,Web
HT_011115,2026-04-01,send_message,8.98,Android
HT_011115,2026-03-17,voice_call,18.2,iOS
HT_011115,2026-03-07,share_content,19.81,iOS
HT_011115,2026-03-06,share_content,13.68,Android
HT_011115,2026-04-01,start_lesson,3.58,Android
HT_011115,2026-03-04,send_message,4.62,Android
HT_011115,2026-03-05,send_message,1.12,Android
HT_011115,2026-03-01,like,7.6,Android
HT_011115,2026-04-09,login,32.4,Android
HT_011115,2026-04-08,voice_call,24.65,iOS
HT_011115,2026-04-03,post_moment,12.49,Android
HT_011115,2026-03-30,start_lesson,8.05,Android
HT_011115,2026-02-23,voice_call,50.1,Android
HT_011115,2026-04-01,video_call,15.63,Android
HT_011115,2026-03-20,like,9.61,iOS
HT_011115,2026-04-09,comment,13.42,Android
HT_011115,2026-03-15,comment,47.26,Android
HT_011115,2026-03-20,send_message,23.41,Android
HT_011115,2026-04-03,send_message,0.55,Web
HT_011115,2026-02-22,like,1.15,iOS
HT_011115,2026-02-26,comment,5.58,Android
HT_011115,2026-03-31,complete_lesson,64.04,Android
HT_011115,2026-03-05,send_message,2.34,iOS
HT_011115,2026-03-12,video_call,3.48,iOS
HT_011115,2026-03-02,voice_call,0.5,iOS
HT_011115,2026-03-07,like,15.85,iOS
HT_011115,2026-04-03,login,12.76,Android
HT_011115,2026-03-26,login,20.79,Web
HT_011115,2026-02-22,like,17.4,iOS
HT_011115,2026-03-17,share_content,10.73,Android
HT_011115,2026-03-07,send_message,4.26,Android
HT_011115,2026-03-27,send_message,5.66,iOS
HT_011115,2026-02-24,login,0.7,iOS
HT_011115,2026-03-22,post_moment,10.27,Android
HT_011115,2026-03-11,login,2.8,Android
HT_011115,2026-02-22,start_lesson,46.15,Android
HT_011115,2026-03-31,login,8.35,iOS
HT_011115,2026-03-21,send_message,3.01,Web
HT_011115,2026-03-27,login,2.97,Android
HT_011115,2026-03-10,login,7.07,Android
HT_011115,2026-03-26,login,9.87,iOS
HT_011115,2026-03-18,start_lesson,5.99,iOS
HT_011115,2026-03-13,comment,12.31,Android
HT_011115,2026-03-01,send_message,7.31,iOS
HT_011115,2026-04-03,login,0.77,iOS
HT_011115,2026-03-02,login,2.54,Android
HT_011115,2026-03-14,login,1.04,Android
HT_011116,2025-06-26,like,9.14,Web
HT_011116,2026-03-30,login,5.8,iOS
HT_011116,2026-03-29,send_message,42.31,Android
HT_011116,2025-10-24,post_moment,3.94,Android
HT_011116,2025-07-21,like,0.5,Android
HT_011116,2025-10-18,like,32.64,Android
HT_011116,2025-12-25,post_moment,9.59,Web
HT_011116,2026-01-09,post_moment,6.79,iOS
HT_011116,2025-06-04,login,15.85,Android
HT_011116,2026-01-26,like,2.49,Android
HT_011116,2025-08-12,voice_call,3.07,iOS
HT_011116,2026-01-17,send_message,24.17,Android
HT_011116,2025-07-10,comment,4.62,Android
HT_011116,2025-09-29,login,81.69,Android
HT_011116,2025-12-27,send_message,3.15,iOS
HT_011116,2026-03-29,comment,14.65,Android
HT_011116,2025-10-17,share_content,0.5,Android
HT_011116,2025-09-24,login,0.85,Web
HT_011116,2025-07-13,like,3.84,Android
HT_011116,2025-05-21,login,7.07,Android
HT_011116,2026-03-01,post_moment,4.44,iOS
HT_011116,2025-05-19,video_call,17.08,Web
HT_011116,2025-05-19,post_moment,9.65,Android
HT_011116,2025-07-17,send_message,40.14,Android
HT_011116,2025-12-21,send_message,12.88,iOS
HT_011116,2025-08-22,comment,2.93,Android
HT_011116,2025-07-15,send_message,9.93,Android
HT_011116,2025-10-03,send_message,8.8,Android
HT_011116,2025-05-16,comment,14.14,Android
HT_011116,2026-03-10,send_message,7.07,iOS
HT_011116,2026-02-25,video_call,5.37,iOS
HT_011116,2025-11-25,send_message,19.16,iOS
HT_011116,2025-10-21,voice_call,7.58,iOS
HT_011116,2025-07-13,comment,5.53,Android
HT_011116,2025-05-28,like,19.2,Android
HT_011116,2025-09-12,like,2.43,Android
HT_011116,2025-08-11,like,21.59,iOS
HT_011116,2025-09-27,voice_call,18.94,Android
HT_011116,2026-03-28,start_lesson,2.07,Web
HT_011116,2026-03-17,voice_call,2.94,iOS
HT_011117,2026-03-21,login,5.71,iOS
HT_011117,2026-03-20,voice_call,7.74,Android
HT_011117,2025-10-30,post_moment,26.62,Android
HT_011117,2025-10-17,send_message,1.17,iOS
HT_011117,2025-12-06,send_message,5.04,Android
HT_011117,2026-03-25,send_message,5.96,Android
HT_011117,2026-01-16,send_message,1.32,Android
HT_011117,2025-12-30,comment,7.48,iOS
HT_011117,2026-02-24,send_message,4.5,iOS
HT_011117,2025-10-08,login,2.39,iOS
HT_011117,2026-03-18,login,25.84,Android
HT_011117,2026-02-02,comment,10.03,Web
HT_011117,2026-01-29,login,12.61,Android
HT_011117,2025-11-03,send_message,9.43,Android
HT_011117,2026-02-15,voice_call,0.88,Web
HT_011117,2026-02-12,like,19.43,Android
HT_011117,2026-03-11,send_message,12.99,iOS
HT_011117,2026-03-05,login,1.57,Android
HT_011117,2025-10-31,login,42.54,iOS
HT_011117,2025-10-11,login,3.27,Android
HT_011117,2026-03-16,share_content,12.0,Web
HT_011117,2026-01-04,login,0.5,Web
HT_011117,2025-12-04,share_content,2.94,Android
HT_011117,2026-04-05,share_content,1.55,Android
HT_011117,2026-03-13,comment,40.99,iOS
HT_011117,2026-01-22,like,30.37,Android
HT_011117,2026-01-03,login,35.56,iOS
HT_011117,2025-11-28,send_message,2.24,Android
HT_011117,2026-02-18,post_moment,0.5,Android
HT_011117,2025-12-10,login,9.69,Android
HT_011117,2025-12-07,send_message,7.14,iOS
HT_011117,2025-10-23,login,22.92,iOS
HT_011117,2025-12-13,login,3.95,iOS
HT_011117,2026-03-31,login,8.39,Android
HT_011117,2025-11-19,comment,10.88,Android
HT_011117,2026-02-27,post_moment,6.8,Android
HT_011117,2026-04-10,send_message,13.85,Android
HT_011117,2026-03-18,comment,3.92,Android
HT_011117,2025-12-26,like,12.83,Web
HT_011117,2026-01-22,comment,14.22,Android
HT_011117,2026-01-04,send_message,5.62,iOS
HT_011118,2025-11-14,like,7.26,Web
HT_011118,2025-12-28,comment,2.34,Android
HT_011118,2025-12-29,login,7.93,Android
HT_011118,2025-12-02,like,2.25,iOS
HT_011118,2026-01-15,like,3.48,Android
HT_011118,2025-12-25,comment,11.89,Android
HT_011118,2026-02-17,send_message,0.56,iOS
HT_011118,2025-09-10,like,8.14,iOS
HT_011118,2026-01-04,comment,11.62,iOS
HT_011118,2026-01-04,like,1.18,iOS
HT_011118,2026-02-27,video_call,3.26,Android
HT_011118,2026-02-26,post_moment,33.46,Android
HT_011118,2026-03-19,login,24.4,Web
HT_011118,2025-11-20,share_content,2.11,Android
HT_011118,2025-10-18,send_message,0.5,Android
HT_011118,2025-12-01,like,8.63,Android
HT_011118,2025-11-26,like,14.26,Android
HT_011118,2025-09-08,login,6.5,Android
HT_011118,2026-03-12,login,8.86,iOS
HT_011118,2025-10-06,comment,3.93,Android
HT_011118,2025-12-24,login,16.85,Android
HT_011118,2025-10-10,login,25.35,Android
HT_011118,2025-11-25,like,4.64,iOS
HT_011118,2026-02-23,like,0.89,iOS
HT_011118,2025-09-15,login,10.5,Android
HT_011118,2025-09-02,send_message,16.44,Android
HT_011118,2026-03-10,login,27.13,iOS
HT_011118,2025-09-02,send_message,0.67,iOS
HT_011118,2025-12-09,login,10.31,Android
HT_011118,2026-02-14,like,7.28,iOS
HT_011118,2026-01-09,login,11.59,Android
HT_011118,2026-03-23,like,29.56,iOS
HT_011118,2026-02-12,login,17.7,Android
HT_011118,2025-11-01,like,10.73,iOS
HT_011118,2025-11-27,login,20.0,Web
HT_011118,2025-11-10,voice_call,22.93,iOS
HT_011118,2025-10-29,send_message,3.32,iOS
HT_011118,2025-11-17,send_message,1.04,iOS
HT_011118,2025-11-03,login,4.47,iOS
HT_011118,2025-11-04,login,0.5,Android
HT_011118,2026-02-03,comment,4.83,Android
HT_011118,2025-10-31,like,3.45,Android
HT_011118,2025-12-28,start_lesson,9.31,Android
HT_011119,2025-12-05,login,8.12,Android
HT_011119,2025-12-01,login,4.45,Android
HT_011119,2026-02-16,send_message,1.33,iOS
HT_011119,2026-01-24,like,32.7,iOS
HT_011119,2025-11-15,video_call,34.5,Android
HT_011119,2026-01-12,voice_call,1.78,Android
HT_011119,2026-01-22,send_message,4.44,iOS
HT_011119,2026-02-09,login,6.09,Android
HT_011119,2026-03-08,post_moment,8.08,Android
HT_011119,2026-01-27,share_content,4.31,Android
HT_011119,2026-02-04,send_message,20.67,Android
HT_011120,2026-02-07,send_message,5.47,Android
HT_011120,2026-04-04,like,1.51,iOS
HT_011120,2026-03-19,login,5.61,iOS
HT_011120,2026-04-10,send_message,26.58,Android
HT_011120,2026-02-11,voice_call,2.76,Android
HT_011120,2025-08-29,comment,11.78,iOS
HT_011120,2025-10-12,comment,20.66,Android
HT_011120,2025-08-11,login,3.23,Android
HT_011120,2025-12-10,like,3.25,Android
HT_011120,2025-12-11,login,2.58,Android
HT_011120,2025-09-12,like,19.03,Android
HT_011120,2026-03-07,like,18.27,Android
HT_011120,2026-01-01,login,2.4,iOS
HT_011120,2025-09-06,comment,5.52,Web
HT_011120,2026-02-22,send_message,0.5,iOS
HT_011120,2026-03-25,login,3.51,iOS
HT_011120,2026-02-04,login,2.29,Android
HT_011120,2025-07-03,login,6.42,Android
HT_011120,2025-11-27,post_moment,12.06,Android
HT_011120,2026-02-13,post_moment,18.11,iOS
HT_011120,2026-01-18,send_message,15.51,iOS
HT_011120,2026-01-29,video_call,8.7,Android
HT_011120,2025-11-23,login,20.86,Android
HT_011121,2026-04-02,login,22.73,iOS
HT_011121,2026-02-16,login,8.21,iOS
HT_011121,2026-03-22,voice_call,8.24,Web
HT_011121,2026-02-24,like,6.08,Android
HT_011121,2026-03-13,post_moment,18.28,iOS
HT_011121,2026-04-10,post_moment,4.99,Android
HT_011121,2026-04-01,video_call,10.46,Web
HT_011121,2026-03-28,send_message,2.41,iOS
HT_011121,2026-03-01,share_content,9.84,iOS
HT_011121,2026-04-06,login,19.49,Android
HT_011121,2026-02-16,send_message,8.59,Web
HT_011121,2026-03-26,send_message,2.44,Android
HT_011121,2026-03-21,voice_call,9.51,iOS
HT_011121,2026-03-12,login,10.49,Web
HT_011121,2026-03-17,login,1.0,Android
HT_011121,2026-04-10,login,2.98,iOS
HT_011121,2026-04-08,post_moment,14.47,Android
HT_011121,2026-03-26,send_message,1.12,Android
HT_011121,2026-04-12,post_moment,10.16,Web
HT_011121,2026-04-01,login,41.36,iOS
HT_011121,2026-04-10,video_call,5.94,Android
HT_011121,2026-02-26,login,5.22,Android
HT_011121,2026-03-28,login,6.5,Android
HT_011121,2026-04-08,send_message,10.74,Android
HT_011121,2026-03-26,send_message,9.93,iOS
HT_011121,2026-03-23,login,3.96,Android
HT_011121,2026-03-20,comment,7.68,Android
HT_011121,2026-03-29,post_moment,8.38,Android
HT_011121,2026-03-03,send_message,3.8,Android
HT_011121,2026-03-11,send_message,7.81,Android
HT_011121,2026-03-15,login,3.33,Android
HT_011121,2026-03-15,login,19.64,Android
HT_011121,2026-03-30,like,2.79,Web
HT_011121,2026-03-23,share_content,5.8,Web
HT_011121,2026-04-01,video_call,11.44,Android
HT_011121,2026-03-13,send_message,2.83,iOS
HT_011121,2026-02-18,comment,0.86,Android
HT_011122,2026-03-20,login,15.18,iOS
HT_011122,2026-02-11,send_message,16.66,iOS
HT_011122,2026-03-07,like,16.27,Android
HT_011122,2026-02-07,voice_call,5.69,Android
HT_011122,2025-12-16,send_message,0.85,iOS
HT_011122,2026-01-22,comment,2.63,Android
HT_011122,2026-02-18,like,67.72,iOS
HT_011122,2026-02-17,like,1.08,iOS
HT_011122,2025-12-03,send_message,6.51,Android
HT_011122,2025-12-12,post_moment,6.38,iOS
HT_011122,2025-12-17,send_message,18.7,iOS
HT_011122,2026-03-25,start_lesson,0.83,Android
HT_011122,2025-11-16,send_message,5.84,Android
HT_011122,2026-03-12,like,0.54,Android
HT_011122,2026-03-12,login,20.55,iOS
HT_011122,2026-03-17,comment,3.66,Android
HT_011122,2026-02-16,comment,12.29,iOS
HT_011122,2025-12-28,login,12.22,Android
HT_011122,2026-04-09,like,0.61,Android
HT_011122,2025-12-05,send_message,5.33,iOS
HT_011122,2025-12-04,like,3.06,Android
HT_011122,2025-11-22,send_message,11.33,iOS
HT_011122,2025-12-02,login,8.3,iOS
HT_011122,2025-11-22,video_call,6.25,iOS
HT_011122,2026-03-01,comment,8.75,Android
HT_011122,2025-12-15,video_call,0.5,iOS
HT_011122,2026-01-15,comment,22.76,Android
HT_011122,2026-01-01,voice_call,41.04,Android
HT_011122,2026-02-26,like,14.46,Android
HT_011122,2026-01-01,send_message,21.32,Android
HT_011122,2026-02-19,login,9.26,Android
HT_011122,2026-01-19,login,27.98,iOS
HT_011122,2026-02-20,login,7.28,Android
HT_011122,2025-12-16,login,6.02,iOS
HT_011122,2026-02-20,send_message,3.97,Web
HT_011122,2026-03-08,video_call,5.09,Android
HT_011122,2025-12-14,post_moment,3.56,Android
HT_011122,2025-11-02,send_message,0.5,Android
HT_011122,2025-12-06,comment,2.03,Android
HT_011122,2025-10-31,share_content,6.1,iOS
HT_011123,2026-04-06,login,5.82,iOS
HT_011123,2026-03-20,like,11.36,iOS
HT_011123,2026-03-07,login,0.5,Android
HT_011123,2026-02-20,voice_call,8.87,iOS
HT_011123,2026-03-18,video_call,13.28,iOS
HT_011123,2026-02-05,send_message,2.22,iOS
HT_011123,2026-03-04,send_message,25.35,Android
HT_011124,2025-11-10,send_message,5.24,Android
HT_011124,2026-03-19,send_message,3.63,Android
HT_011124,2025-12-02,login,6.01,iOS
HT_011124,2026-02-27,post_moment,15.53,iOS
HT_011124,2026-03-19,login,6.92,Android
HT_011124,2026-02-10,like,2.03,iOS
HT_011124,2025-11-01,voice_call,13.77,Android
HT_011124,2025-11-27,login,8.43,Android
HT_011124,2025-11-21,like,15.85,iOS
HT_011124,2025-11-26,share_content,13.66,iOS
HT_011124,2025-11-23,voice_call,33.15,Android
HT_011124,2026-04-07,like,12.84,iOS
HT_011124,2025-11-21,post_moment,0.8,Android
HT_011124,2026-03-31,send_message,52.09,Android
HT_011125,2025-09-10,comment,6.57,Android
HT_011125,2026-03-31,login,6.5,iOS
HT_011125,2025-07-14,login,16.62,iOS
HT_011125,2025-09-04,share_content,2.91,Android
HT_011125,2025-10-14,post_moment,18.67,iOS
HT_011125,2025-11-01,login,10.62,iOS
HT_011125,2025-09-22,comment,0.88,iOS
HT_011125,2026-03-31,like,41.8,iOS
HT_011125,2025-06-15,like,19.66,Android
HT_011125,2026-03-30,like,13.53,iOS
HT_011125,2026-02-16,video_call,12.95,Android
HT_011125,2025-10-15,send_message,14.34,iOS
HT_011125,2026-01-18,voice_call,0.92,iOS
HT_011125,2026-03-30,like,4.69,iOS
HT_011125,2025-10-30,send_message,52.4,Android
HT_011125,2026-03-24,login,11.46,Android
HT_011125,2025-11-01,login,8.16,Android
HT_011125,2025-06-25,login,2.56,iOS
HT_011125,2026-01-11,comment,11.47,iOS
HT_011125,2026-03-14,post_moment,21.25,iOS
HT_011125,2025-05-24,login,14.14,iOS
HT_011125,2026-02-07,login,17.71,Android
HT_011125,2026-02-13,like,0.5,Android
HT_011125,2026-01-09,send_message,3.09,Android
HT_011125,2026-01-12,like,29.45,iOS
HT_011125,2026-01-24,like,18.42,Android
HT_011125,2026-03-18,login,0.5,Web
HT_011125,2025-09-02,login,1.96,Android
HT_011125,2025-12-04,login,4.28,iOS
HT_011125,2025-12-06,send_message,17.68,Android
HT_011125,2025-09-27,like,0.57,Android
HT_011125,2025-11-13,login,11.07,Android
HT_011125,2025-10-07,send_message,2.78,iOS
HT_011125,2025-07-21,like,15.58,iOS
HT_011125,2025-09-10,send_message,4.89,iOS
HT_011125,2025-09-22,send_message,1.91,Android
HT_011125,2025-12-30,send_message,4.31,Android
HT_011126,2025-12-14,login,38.21,iOS
HT_011126,2026-03-04,login,13.25,Android
HT_011126,2025-11-14,login,37.3,Android
HT_011126,2026-02-01,send_message,0.95,Android
HT_011126,2025-11-17,video_call,2.14,iOS
HT_011126,2026-04-04,send_message,3.84,Android
HT_011126,2026-02-13,post_moment,8.4,iOS
HT_011126,2026-03-30,post_moment,19.0,Android
HT_011126,2026-01-31,login,23.24,Android
HT_011126,2026-01-13,like,6.11,Android
HT_011126,2025-12-07,send_message,0.67,Web
HT_011126,2025-12-30,login,1.38,Android
HT_011126,2026-04-02,comment,5.88,iOS
HT_011126,2025-11-28,login,5.35,iOS
HT_011126,2025-12-16,video_call,1.09,Android
HT_011126,2025-11-14,login,12.75,Android
HT_011126,2026-02-24,login,12.68,Android
HT_011126,2025-12-13,login,8.76,iOS
HT_011126,2026-02-06,comment,0.5,Android
HT_011126,2025-11-22,login,2.87,Android
HT_011126,2025-12-05,login,35.48,Android
HT_011126,2026-03-21,login,8.2,Web
HT_011126,2026-03-02,video_call,2.94,Android
HT_011127,2026-01-31,send_message,4.43,Android
HT_011127,2026-01-14,post_moment,0.5,Android
HT_011127,2025-10-07,login,7.24,iOS
HT_011127,2025-12-21,post_moment,12.04,iOS
HT_011127,2025-10-25,comment,1.34,iOS
HT_011127,2026-02-24,login,8.37,iOS
HT_011127,2025-12-10,post_moment,3.61,Android
HT_011127,2025-05-04,login,7.05,iOS
HT_011127,2025-08-22,send_message,26.45,iOS
HT_011127,2025-06-11,voice_call,9.04,iOS
HT_011127,2025-10-05,login,23.9,iOS
HT_011127,2025-11-26,send_message,8.02,iOS
HT_011127,2026-02-01,comment,6.05,iOS
HT_011127,2025-04-30,login,2.37,Android
HT_011127,2026-03-08,post_moment,3.48,Android
HT_011127,2025-11-20,post_moment,15.3,Web
HT_011127,2026-02-09,login,14.24,Android
HT_011127,2025-09-14,voice_call,11.25,Android
HT_011127,2025-05-17,like,0.5,Android
HT_011127,2025-08-21,comment,28.43,iOS
HT_011128,2026-03-16,send_message,5.12,Android
HT_011128,2026-01-29,like,1.41,Android
HT_011128,2025-11-12,send_message,20.46,iOS
HT_011128,2026-02-08,voice_call,27.46,Android
HT_011128,2025-11-02,post_moment,4.86,Android
HT_011128,2025-07-17,like,2.19,Android
HT_011128,2026-03-22,comment,1.6,iOS
HT_011128,2025-09-10,login,20.29,Android
HT_011128,2026-04-08,post_moment,2.64,Android
HT_011128,2025-11-25,send_message,1.22,iOS
HT_011128,2025-09-01,send_message,5.48,Android
HT_011128,2025-07-31,start_lesson,36.27,Android
HT_011128,2025-12-23,post_moment,2.7,iOS
HT_011128,2025-10-02,login,26.89,Android
HT_011128,2025-07-06,share_content,20.7,iOS
HT_011128,2025-06-22,send_message,15.49,iOS
HT_011128,2025-12-30,send_message,25.79,iOS
HT_011128,2026-02-20,like,3.8,Android
HT_011128,2025-09-20,send_message,15.72,iOS
HT_011128,2025-11-04,send_message,3.53,Android
HT_011128,2026-02-18,video_call,15.55,Android
HT_011128,2025-06-15,comment,0.69,iOS
HT_011128,2025-10-17,post_moment,17.48,Android
HT_011128,2025-09-20,video_call,28.8,Web
HT_011128,2026-01-03,login,2.25,Android
HT_011128,2026-04-01,like,2.24,Android
HT_011128,2026-03-16,like,13.66,Android
HT_011128,2025-12-10,like,0.5,iOS
HT_011128,2025-10-02,voice_call,1.11,iOS
HT_011128,2026-02-14,like,4.78,Android
HT_011128,2026-01-08,send_message,0.5,iOS
HT_011128,2025-09-01,login,9.58,Android
HT_011128,2025-10-07,send_message,19.55,Android
HT_011128,2025-10-30,send_message,0.5,Android
HT_011128,2025-06-23,login,3.64,iOS
HT_011128,2026-04-06,post_moment,9.16,iOS
HT_011128,2025-11-05,login,3.82,Android
HT_011128,2025-11-06,start_lesson,2.23,Android
HT_011128,2025-11-29,send_message,7.7,Android
